transaction_id,account_id,transaction_type,amount,transaction_date
12489,5367,Transfer,39500,2026-07-30
12490,5017,Withdrawal,34000,2026-07-30
12491,5865,Transfer,21000,2026-07-30
12492,5731,Deposit,12500,2026-07-30
12493,6393,Withdrawal,22000,2026-07-30
12494,5762,Deposit,78000,2026-07-30
12495,5559,Withdrawal,9000,2026-07-30
12496,6403,Deposit,72500,2026-07-30
12497,5131,Deposit,97500,2026-07-30
12498,5578,Transfer,27500,2026-07-30
12499,6054,Transfer,48000,2026-07-30
12500,5866,Deposit,39500,2026-07-30
12501,5965,Deposit,87500,2026-07-30
12502,5429,Withdrawal,20000,2026-07-30
12503,6476,Withdrawal,35000,2026-07-30
12504,6461,Transfer,21000,2026-07-30
12505,5888,Withdrawal,40500,2026-07-30
12506,5128,Deposit,92500,2026-07-30
12507,6043,Deposit,97000,2026-07-30
12508,5396,Withdrawal,82500,2026-07-30
12509,5779,Transfer,98000,2026-07-30
12510,5785,Withdrawal,96500,2026-07-30
12511,5105,Transfer,28500,2026-07-30
12512,5667,Withdrawal,35500,2026-07-30
12513,6093,Transfer,13000,2026-07-30
12514,5428,Withdrawal,20500,2026-07-30
12515,5045,Transfer,64000,2026-07-30
12516,5577,Withdrawal,2500,2026-07-30
12517,5707,Withdrawal,8500,2026-07-30
12518,5024,Withdrawal,3500,2026-07-30
12519,5708,Deposit,87500,2026-07-30
12520,6130,Withdrawal,46500,2026-07-30
12521,5760,Withdrawal,39500,2026-07-30
12522,5806,Deposit,76500,2026-07-30
12523,5448,Withdrawal,19500,2026-07-30
12524,6095,Deposit,95000,2026-07-30
12525,6490,Deposit,76500,2026-07-30
12526,6198,Deposit,55000,2026-07-30
12527,6257,Withdrawal,3000,2026-07-30
12528,6493,Withdrawal,9500,2026-07-30
12529,5061,Withdrawal,58000,2026-07-30
12530,6062,Deposit,70000,2026-07-30
12531,5790,Deposit,33500,2026-07-30
12532,6149,Withdrawal,42000,2026-07-30
12533,5422,Deposit,14500,2026-07-30
12534,6109,Transfer,7000,2026-07-30
12535,6458,Deposit,98500,2026-07-30
12536,5304,Deposit,88500,2026-07-30
12537,6302,Transfer,38000,2026-07-30
12538,5195,Transfer,80000,2026-07-30
12539,5181,Transfer,28500,2026-07-30
12540,5157,Withdrawal,82000,2026-07-30
12541,5985,Deposit,82500,2026-07-30
12542,5926,Withdrawal,86500,2026-07-30
12543,5215,Transfer,10000,2026-07-30
12544,6000,Deposit,63000,2026-07-30
12545,5811,Deposit,96500,2026-07-30
12546,5911,Transfer,44000,2026-07-30
12547,5553,Deposit,56000,2026-07-30
12548,5168,Transfer,96500,2026-07-30
12549,5494,Transfer,72000,2026-07-30
12550,6318,Transfer,7500,2026-07-30
12551,5410,Withdrawal,72500,2026-07-30
12552,5537,Deposit,29500,2026-07-30
12553,5831,Deposit,60000,2026-07-30
12554,5821,Withdrawal,1000,2026-07-30
12555,5621,Transfer,44000,2026-07-30
12556,6064,Withdrawal,57500,2026-07-30
12557,5288,Deposit,82500,2026-07-30
12558,5945,Deposit,94500,2026-07-30
12559,5695,Deposit,5500,2026-07-30
12560,5281,Deposit,33000,2026-07-30
12561,5664,Deposit,26500,2026-07-30
12562,6389,Deposit,1000,2026-07-30
12563,5310,Withdrawal,28000,2026-07-30
12564,5280,Deposit,75000,2026-07-30
12565,5964,Deposit,36000,2026-07-30
12566,5834,Withdrawal,15000,2026-07-30
12567,6061,Deposit,7000,2026-07-30
12568,6018,Transfer,17500,2026-07-30
12569,5887,Deposit,1500,2026-07-30
12570,5228,Deposit,95500,2026-07-30
12571,5065,Transfer,25500,2026-07-30
12572,6118,Withdrawal,80500,2026-07-30
12573,5013,Deposit,19500,2026-07-30
12574,6139,Withdrawal,47500,2026-07-30
12575,5362,Transfer,29000,2026-07-30
12576,6210,Transfer,51500,2026-07-30
12577,6352,Deposit,61000,2026-07-30
12578,5713,Transfer,61500,2026-07-30
12579,6384,Transfer,12000,2026-07-30
12580,6135,Withdrawal,56000,2026-07-30
12581,6384,Transfer,67000,2026-07-30
12582,5991,Withdrawal,73000,2026-07-30
12583,5966,Deposit,97500,2026-07-30
12584,5556,Transfer,6500,2026-07-30
12585,5592,Withdrawal,48000,2026-07-30
12586,6037,Withdrawal,60000,2026-07-30
12587,5148,Deposit,63500,2026-07-30
12588,5111,Withdrawal,35000,2026-07-30
12589,5059,Deposit,61000,2026-07-30
12590,5151,Withdrawal,66500,2026-07-30
12591,5396,Transfer,28500,2026-07-30
12592,5909,Transfer,46000,2026-07-30
12593,6070,Transfer,57000,2026-07-30
12594,6299,Withdrawal,31000,2026-07-30
12595,5288,Deposit,16000,2026-07-30
12596,5035,Deposit,20000,2026-07-30
12597,6484,Deposit,66500,2026-07-30
12598,5861,Deposit,53500,2026-07-30
12599,6471,Withdrawal,82500,2026-07-30
12600,5110,Deposit,34500,2026-07-30
12601,5866,Withdrawal,18500,2026-07-30
12602,5753,Withdrawal,65500,2026-07-30
12603,5567,Transfer,24500,2026-07-30
12604,5782,Transfer,80500,2026-07-30
12605,5331,Deposit,14000,2026-07-30
12606,5294,Deposit,58000,2026-07-30
12607,5844,Withdrawal,47000,2026-07-30
12608,5510,Transfer,31500,2026-07-30
12609,5269,Deposit,83500,2026-07-30
12610,5128,Transfer,45000,2026-07-30
12611,5420,Withdrawal,72000,2026-07-30
12612,5261,Transfer,66500,2026-07-30
12613,6428,Transfer,60500,2026-07-30
12614,6096,Transfer,23000,2026-07-30
12615,5311,Withdrawal,74000,2026-07-30
12616,6327,Transfer,73500,2026-07-30
12617,5328,Deposit,60500,2026-07-30
12618,5540,Transfer,93000,2026-07-30
12619,5591,Withdrawal,11500,2026-07-30
12620,6111,Deposit,22000,2026-07-30
12621,5586,Transfer,72500,2026-07-30
12622,6037,Withdrawal,49000,2026-07-30
12623,5980,Withdrawal,63000,2026-07-30
12624,6494,Deposit,98000,2026-07-30
12625,6183,Withdrawal,57500,2026-07-30
12626,6409,Deposit,19000,2026-07-30
12627,5265,Withdrawal,60000,2026-07-30
12628,5044,Transfer,95500,2026-07-30
12629,5846,Deposit,21500,2026-07-30
12630,6071,Withdrawal,51500,2026-07-30
12631,6435,Transfer,25500,2026-07-30
12632,5268,Transfer,55000,2026-07-30
12633,5937,Deposit,90500,2026-07-30
12634,5759,Deposit,1000,2026-07-30
12635,6415,Withdrawal,94000,2026-07-30
12636,6227,Deposit,48000,2026-07-30
12637,6495,Withdrawal,57000,2026-07-30
12638,5418,Deposit,78000,2026-07-30
12639,5539,Deposit,87000,2026-07-30
12640,5522,Withdrawal,90000,2026-07-30
12641,5417,Withdrawal,49000,2026-07-30
12642,5902,Deposit,40500,2026-07-30
12643,6459,Transfer,25500,2026-07-30
12644,5910,Deposit,91500,2026-07-30
12645,5034,Withdrawal,31000,2026-07-30
12646,5359,Withdrawal,52000,2026-07-30
12647,6143,Withdrawal,82500,2026-07-30
12648,5301,Deposit,39500,2026-07-30
12649,5428,Deposit,68000,2026-07-30
12650,6113,Transfer,95500,2026-07-30
12651,5845,Withdrawal,21000,2026-07-30
12652,5450,Withdrawal,74000,2026-07-30
12653,6269,Deposit,46000,2026-07-30
12654,5850,Transfer,80500,2026-07-30
12655,6472,Deposit,71500,2026-07-30
12656,6062,Withdrawal,37000,2026-07-30
12657,6125,Withdrawal,60500,2026-07-30
12658,5675,Withdrawal,14500,2026-07-30
12659,5963,Withdrawal,23500,2026-07-30
12660,5221,Transfer,77500,2026-07-30
12661,6278,Deposit,46500,2026-07-30
12662,5388,Transfer,68000,2026-07-30
12663,6152,Deposit,58000,2026-07-30
12664,5235,Transfer,28000,2026-07-30
12665,6354,Withdrawal,38500,2026-07-30
12666,5754,Transfer,89500,2026-07-30
12667,5582,Deposit,17000,2026-07-30
12668,5900,Withdrawal,7500,2026-07-30
12669,6344,Withdrawal,96500,2026-07-30
12670,6126,Deposit,7000,2026-07-30
12671,6217,Deposit,100000,2026-07-30
12672,6200,Transfer,61000,2026-07-30
12673,5660,Transfer,3500,2026-07-30
12674,5728,Deposit,25000,2026-07-30
12675,5477,Transfer,500,2026-07-30
12676,6085,Transfer,72000,2026-07-30
12677,5538,Withdrawal,67000,2026-07-30
12678,5634,Deposit,500,2026-07-30
12679,5858,Deposit,62500,2026-07-30
12680,5940,Withdrawal,9500,2026-07-30
12681,5837,Transfer,48000,2026-07-30
12682,5546,Withdrawal,3000,2026-07-30
12683,6431,Transfer,37000,2026-07-30
12684,5286,Withdrawal,85000,2026-07-30
12685,5942,Transfer,31000,2026-07-30
12686,6152,Deposit,61500,2026-07-30
12687,5031,Deposit,16500,2026-07-30
12688,5159,Deposit,41500,2026-07-30
12689,5149,Deposit,3000,2026-07-30
12690,5567,Deposit,23000,2026-07-30
12691,5743,Withdrawal,62500,2026-07-30
12692,5322,Deposit,16500,2026-07-30
12693,6142,Withdrawal,44500,2026-07-30
12694,5757,Withdrawal,92000,2026-07-30
12695,6369,Transfer,37000,2026-07-30
12696,6330,Deposit,76500,2026-07-30
12697,5074,Withdrawal,25000,2026-07-30
12698,5021,Deposit,36500,2026-07-30
12699,5171,Withdrawal,21500,2026-07-30
12700,6038,Withdrawal,3500,2026-07-30
12701,5094,Withdrawal,59000,2026-07-30
12702,5083,Transfer,32000,2026-07-30
12703,5184,Withdrawal,37500,2026-07-30
12704,6047,Withdrawal,27000,2026-07-30
12705,5844,Transfer,22000,2026-07-30
12706,6239,Deposit,20000,2026-07-30
12707,5285,Transfer,63000,2026-07-30
12708,6235,Deposit,98500,2026-07-30
12709,5339,Transfer,41500,2026-07-30
12710,6364,Deposit,18500,2026-07-30
12711,5118,Transfer,70000,2026-07-30
12712,5821,Withdrawal,19500,2026-07-30
12713,6404,Transfer,5500,2026-07-30
12714,5940,Transfer,24000,2026-07-30
12715,5121,Deposit,43000,2026-07-30
12716,5824,Deposit,23000,2026-07-30
12717,6396,Deposit,2000,2026-07-30
12718,5291,Transfer,99000,2026-07-30
12719,6161,Withdrawal,15000,2026-07-30
12720,5046,Withdrawal,8500,2026-07-30
12721,5124,Deposit,9500,2026-07-30
12722,5878,Withdrawal,3000,2026-07-30
12723,5578,Withdrawal,50000,2026-07-30
12724,5908,Deposit,26000,2026-07-30
12725,5848,Deposit,16000,2026-07-30
12726,5261,Withdrawal,76500,2026-07-30
12727,5502,Deposit,7500,2026-07-30
12728,5418,Transfer,34500,2026-07-30
12729,6456,Transfer,67500,2026-07-30
12730,5922,Deposit,46500,2026-07-30
12731,5972,Transfer,76000,2026-07-30
12732,5682,Withdrawal,46000,2026-07-30
12733,5782,Withdrawal,55500,2026-07-30
12734,6358,Withdrawal,9500,2026-07-30
12735,6233,Deposit,51500,2026-07-30
12736,5569,Withdrawal,94500,2026-07-30
12737,5950,Transfer,7500,2026-07-30
12738,5073,Withdrawal,18000,2026-07-30
12739,5302,Transfer,79500,2026-07-30
12740,5794,Deposit,36500,2026-07-30
12741,5751,Deposit,61500,2026-07-30
12742,5595,Withdrawal,49500,2026-07-30
12743,5852,Withdrawal,37000,2026-07-30
12744,5340,Transfer,58500,2026-07-30
12745,5160,Transfer,40000,2026-07-30
12746,6124,Withdrawal,9500,2026-07-30
12747,6321,Deposit,85500,2026-07-30
12748,5139,Withdrawal,2000,2026-07-30
12749,6464,Transfer,65500,2026-07-30
12750,6281,Withdrawal,21500,2026-07-30
12751,5393,Deposit,8500,2026-07-30
12752,6198,Deposit,21500,2026-07-30
12753,5950,Deposit,65000,2026-07-30
12754,5698,Deposit,10000,2026-07-30
12755,6396,Deposit,74000,2026-07-30
12756,5773,Deposit,21500,2026-07-30
12757,5252,Deposit,81000,2026-07-30
12758,6330,Withdrawal,500,2026-07-30
12759,6389,Deposit,73000,2026-07-30
12760,5841,Withdrawal,98000,2026-07-30
12761,5562,Deposit,11000,2026-07-30
12762,5303,Withdrawal,7500,2026-07-30
12763,6257,Deposit,36000,2026-07-30
12764,5228,Deposit,29500,2026-07-30
12765,5861,Transfer,26500,2026-07-30
12766,6278,Deposit,3000,2026-07-30
12767,5673,Transfer,69500,2026-07-30
12768,5154,Withdrawal,55500,2026-07-30
12769,5592,Withdrawal,40000,2026-07-30
12770,6490,Deposit,1500,2026-07-30
12771,5468,Withdrawal,16500,2026-07-30
12772,5131,Transfer,66500,2026-07-30
12773,5296,Deposit,64000,2026-07-30
12774,5128,Deposit,1500,2026-07-30
12775,5673,Withdrawal,79500,2026-07-30
12776,5557,Transfer,48500,2026-07-30
12777,5628,Transfer,20500,2026-07-30
12778,6110,Transfer,98500,2026-07-30
12779,5569,Withdrawal,76000,2026-07-30
12780,5379,Transfer,88000,2026-07-30
12781,5798,Deposit,67500,2026-07-30
12782,6127,Withdrawal,20500,2026-07-30
12783,5781,Transfer,18500,2026-07-30
12784,5109,Transfer,54500,2026-07-30
12785,5675,Transfer,60500,2026-07-30
12786,5567,Deposit,53000,2026-07-30
12787,5928,Deposit,63500,2026-07-30
12788,5222,Transfer,95500,2026-07-30
12789,5058,Deposit,74500,2026-07-30
12790,5748,Deposit,80500,2026-07-30
12791,5815,Deposit,97500,2026-07-30
12792,5765,Transfer,18500,2026-07-30
12793,6300,Withdrawal,75000,2026-07-30
12794,5134,Deposit,8000,2026-07-30
12795,5772,Withdrawal,76000,2026-07-30
12796,5883,Deposit,77500,2026-07-30
12797,5824,Withdrawal,60000,2026-07-30
12798,5495,Transfer,35500,2026-07-30
12799,5104,Withdrawal,74500,2026-07-30
12800,5680,Transfer,38000,2026-07-30
12801,5520,Deposit,99000,2026-07-30
12802,5788,Withdrawal,62000,2026-07-30
12803,6084,Deposit,80500,2026-07-30
12804,6291,Withdrawal,47500,2026-07-30
12805,5400,Deposit,18500,2026-07-30
12806,6227,Deposit,68500,2026-07-30
12807,5140,Withdrawal,10000,2026-07-30
12808,6041,Withdrawal,93000,2026-07-30
12809,6382,Withdrawal,13000,2026-07-30
12810,6294,Withdrawal,63000,2026-07-30
12811,5346,Withdrawal,35500,2026-07-30
12812,6380,Withdrawal,19000,2026-07-30
12813,5669,Withdrawal,43500,2026-07-30
12814,5437,Deposit,72500,2026-07-30
12815,5913,Deposit,87500,2026-07-30
12816,5960,Transfer,73000,2026-07-30
12817,5765,Withdrawal,31000,2026-07-30
12818,6428,Deposit,31500,2026-07-30
12819,5797,Transfer,36000,2026-07-30
12820,5502,Transfer,57000,2026-07-30
12821,5921,Transfer,43000,2026-07-30
12822,5353,Withdrawal,70000,2026-07-30
12823,5852,Transfer,84000,2026-07-30
12824,5335,Withdrawal,45000,2026-07-30
12825,6111,Withdrawal,21500,2026-07-30
12826,6122,Withdrawal,98000,2026-07-30
12827,5579,Deposit,21500,2026-07-30
12828,5353,Transfer,1000,2026-07-30
12829,5737,Transfer,8500,2026-07-30
12830,6209,Deposit,80000,2026-07-30
12831,6326,Transfer,65000,2026-07-30
12832,6420,Deposit,35000,2026-07-30
12833,5083,Transfer,52000,2026-07-30
12834,5713,Deposit,71000,2026-07-30
12835,6121,Withdrawal,87000,2026-07-30
12836,5894,Transfer,22000,2026-07-30
12837,5345,Withdrawal,19500,2026-07-30
12838,5078,Withdrawal,22500,2026-07-30
12839,5501,Transfer,56500,2026-07-30
12840,5771,Deposit,24000,2026-07-30
12841,6475,Deposit,50000,2026-07-30
12842,5127,Deposit,50500,2026-07-30
12843,6279,Deposit,10500,2026-07-30
12844,6483,Withdrawal,74000,2026-07-30
12845,5307,Withdrawal,6000,2026-07-30
12846,5384,Withdrawal,36000,2026-07-30
12847,5300,Transfer,30000,2026-07-30
12848,5003,Transfer,74000,2026-07-30
12849,5513,Deposit,10000,2026-07-30
12850,6046,Transfer,53000,2026-07-30
12851,5744,Deposit,23000,2026-07-30
12852,6000,Transfer,31000,2026-07-30
12853,5843,Deposit,55000,2026-07-30
12854,6205,Transfer,47500,2026-07-30
12855,5625,Withdrawal,27000,2026-07-30
12856,6226,Deposit,79500,2026-07-30
12857,5394,Transfer,35500,2026-07-30
12858,5818,Withdrawal,66000,2026-07-30
12859,6388,Transfer,21000,2026-07-30
12860,5936,Transfer,13500,2026-07-30
12861,5082,Withdrawal,95500,2026-07-30
12862,5918,Deposit,72000,2026-07-30
12863,5119,Deposit,34000,2026-07-30
12864,6135,Deposit,20500,2026-07-30
12865,6107,Transfer,45000,2026-07-30
12866,5636,Withdrawal,61500,2026-07-30
12867,5512,Deposit,84500,2026-07-30
12868,5166,Deposit,12500,2026-07-30
12869,5297,Withdrawal,15500,2026-07-30
12870,5231,Withdrawal,23500,2026-07-30
12871,6365,Withdrawal,46000,2026-07-30
12872,5186,Transfer,61500,2026-07-30
12873,6123,Withdrawal,67500,2026-07-30
12874,5208,Deposit,92000,2026-07-30
12875,6341,Transfer,84500,2026-07-30
12876,5845,Deposit,14000,2026-07-30
12877,5993,Deposit,65000,2026-07-30
12878,5170,Withdrawal,54500,2026-07-30
12879,6049,Transfer,42500,2026-07-30
12880,6339,Transfer,5000,2026-07-30
12881,6450,Withdrawal,94000,2026-07-30
12882,5661,Transfer,59500,2026-07-30
12883,5631,Transfer,82500,2026-07-30
12884,5746,Deposit,37500,2026-07-30
12885,5731,Deposit,83500,2026-07-30
12886,6061,Deposit,85000,2026-07-30
12887,5551,Withdrawal,77500,2026-07-30
12888,6364,Deposit,46500,2026-07-30
12889,5920,Withdrawal,65000,2026-07-30
12890,6018,Withdrawal,95500,2026-07-30
12891,6061,Transfer,54500,2026-07-30
12892,5554,Deposit,66500,2026-07-30
12893,5153,Withdrawal,65500,2026-07-30
12894,5355,Transfer,2000,2026-07-30
12895,5144,Transfer,20000,2026-07-30
12896,5294,Transfer,71000,2026-07-30
12897,6351,Withdrawal,87500,2026-07-30
12898,6077,Withdrawal,55500,2026-07-30
12899,5542,Transfer,85500,2026-07-30
12900,5427,Withdrawal,70500,2026-07-30
12901,6474,Deposit,68500,2026-07-30
12902,6053,Withdrawal,83000,2026-07-30
12903,5832,Deposit,89500,2026-07-30
12904,5492,Transfer,55000,2026-07-30
12905,5015,Withdrawal,27500,2026-07-30
12906,5215,Deposit,79500,2026-07-30
12907,6160,Deposit,85000,2026-07-30
12908,5035,Deposit,5500,2026-07-30
12909,5713,Deposit,47000,2026-07-30
12910,6166,Withdrawal,72000,2026-07-30
12911,5074,Withdrawal,12000,2026-07-30
12912,5656,Deposit,90000,2026-07-30
12913,6389,Withdrawal,89500,2026-07-30
12914,6174,Withdrawal,47500,2026-07-30
12915,5943,Transfer,80500,2026-07-30
12916,5558,Deposit,67500,2026-07-30
12917,6027,Withdrawal,19000,2026-07-30
12918,5779,Transfer,22000,2026-07-30
12919,6367,Withdrawal,80000,2026-07-30
12920,6312,Deposit,79000,2026-07-30
12921,6246,Deposit,65000,2026-07-30
12922,6129,Withdrawal,69000,2026-07-30
12923,5309,Withdrawal,99500,2026-07-30
12924,5647,Transfer,9500,2026-07-30
12925,5247,Transfer,8500,2026-07-30
12926,6268,Deposit,27500,2026-07-30
12927,5683,Withdrawal,28500,2026-07-30
12928,5026,Transfer,4000,2026-07-30
12929,6438,Deposit,6000,2026-07-30
12930,6244,Transfer,70500,2026-07-30
12931,5311,Deposit,77000,2026-07-30
12932,5428,Deposit,18500,2026-07-30
12933,6001,Withdrawal,55500,2026-07-30
12934,6220,Deposit,34000,2026-07-30
12935,5565,Deposit,83500,2026-07-30
12936,6281,Withdrawal,28000,2026-07-30
12937,5229,Deposit,68500,2026-07-30
12938,6297,Transfer,38000,2026-07-30
12939,5015,Transfer,84000,2026-07-30
12940,5517,Transfer,64000,2026-07-30
12941,5754,Withdrawal,70000,2026-07-30
12942,6039,Deposit,50000,2026-07-30
12943,6442,Transfer,29000,2026-07-30
12944,6262,Deposit,5000,2026-07-30
12945,6298,Deposit,25500,2026-07-30
12946,6492,Transfer,66000,2026-07-30
12947,5891,Transfer,4000,2026-07-30
12948,5420,Deposit,24000,2026-07-30
12949,6384,Transfer,55500,2026-07-30
12950,5457,Transfer,92000,2026-07-30
12951,5405,Withdrawal,90500,2026-07-30
12952,5362,Deposit,75000,2026-07-30
12953,5185,Transfer,97500,2026-07-30
12954,5352,Withdrawal,13000,2026-07-30
12955,6194,Withdrawal,4500,2026-07-30
12956,6402,Transfer,7000,2026-07-30
12957,5397,Withdrawal,97500,2026-07-30
12958,5804,Deposit,3500,2026-07-30
12959,5646,Deposit,54500,2026-07-30
12960,5641,Transfer,67500,2026-07-30
12961,6128,Deposit,5500,2026-07-30
12962,5583,Transfer,77000,2026-07-30
12963,6481,Deposit,21500,2026-07-30
12964,5750,Withdrawal,95500,2026-07-30
12965,5787,Deposit,49000,2026-07-30
12966,6218,Transfer,61500,2026-07-30
12967,6432,Deposit,21500,2026-07-30
12968,5239,Deposit,28000,2026-07-30
12969,6071,Withdrawal,95500,2026-07-30
12970,5456,Transfer,70000,2026-07-30
12971,6126,Deposit,60000,2026-07-30
12972,5053,Withdrawal,99500,2026-07-30
12973,5896,Transfer,31000,2026-07-30
12974,5507,Transfer,55500,2026-07-30
12975,5664,Deposit,83500,2026-07-30
12976,5329,Transfer,13000,2026-07-30
12977,6438,Deposit,99500,2026-07-30
12978,5222,Withdrawal,63000,2026-07-30
12979,5749,Withdrawal,5000,2026-07-30
12980,5353,Transfer,71500,2026-07-30
12981,5964,Deposit,36000,2026-07-30
12982,6253,Deposit,23000,2026-07-30
12983,5616,Deposit,25500,2026-07-30
12984,5067,Withdrawal,49500,2026-07-30
12985,5450,Withdrawal,77500,2026-07-30
12986,5318,Deposit,30000,2026-07-30
12987,6017,Withdrawal,33000,2026-07-30
12988,6310,Withdrawal,98000,2026-07-30
12989,6067,Transfer,32500,2026-07-30
12990,6305,Withdrawal,23500,2026-07-30
12991,5628,Transfer,44000,2026-07-30
12992,6010,Deposit,96500,2026-07-30
12993,5730,Withdrawal,6000,2026-07-30
12994,5560,Transfer,13000,2026-07-30
12995,5875,Withdrawal,17000,2026-07-30
12996,6390,Transfer,76000,2026-07-30
12997,5216,Withdrawal,6500,2026-07-30
12998,5840,Withdrawal,37500,2026-07-30
12999,5353,Deposit,15000,2026-07-30
13000,5466,Deposit,57000,2026-07-30
13001,5921,Transfer,45000,2026-07-30
13002,5797,Transfer,14500,2026-07-30
13003,5458,Withdrawal,60500,2026-07-30
13004,5296,Deposit,68000,2026-07-30
13005,5759,Withdrawal,55000,2026-07-30
13006,5435,Withdrawal,33500,2026-07-30
13007,5837,Deposit,65000,2026-07-30
13008,5089,Transfer,46000,2026-07-30
13009,5491,Deposit,93500,2026-07-30
13010,5474,Deposit,2500,2026-07-30
13011,5317,Withdrawal,40000,2026-07-30
13012,5987,Deposit,28000,2026-07-30
13013,5126,Transfer,83500,2026-07-30
13014,6348,Withdrawal,15000,2026-07-30
13015,5786,Transfer,64000,2026-07-30
13016,5585,Deposit,21500,2026-07-30
13017,6445,Deposit,69000,2026-07-30
13018,6255,Withdrawal,48500,2026-07-30
13019,6124,Withdrawal,47500,2026-07-30
13020,6383,Transfer,73000,2026-07-30
13021,6139,Deposit,68000,2026-07-30
13022,6063,Transfer,62500,2026-07-30
13023,5439,Deposit,8000,2026-07-30
13024,5144,Transfer,65000,2026-07-30
13025,6159,Transfer,6500,2026-07-30
13026,6358,Transfer,92500,2026-07-30
13027,5589,Withdrawal,72500,2026-07-30
13028,5085,Deposit,36500,2026-07-30
13029,5279,Deposit,86000,2026-07-30
13030,6283,Transfer,23000,2026-07-30
13031,6470,Deposit,16500,2026-07-30
13032,5965,Deposit,45000,2026-07-30
13033,5073,Withdrawal,5000,2026-07-30
13034,6442,Withdrawal,32000,2026-07-30
13035,5341,Deposit,24500,2026-07-30
13036,6095,Deposit,13500,2026-07-30
13037,6269,Transfer,47000,2026-07-30
13038,6250,Transfer,97000,2026-07-30
13039,5388,Withdrawal,94500,2026-07-30
13040,5568,Transfer,6000,2026-07-30
13041,5418,Deposit,1000,2026-07-30
13042,6111,Deposit,83500,2026-07-30
13043,5832,Withdrawal,81500,2026-07-30
13044,5413,Deposit,59500,2026-07-30
13045,5448,Withdrawal,49000,2026-07-30
13046,5474,Withdrawal,84000,2026-07-30
13047,5174,Deposit,20500,2026-07-30
13048,5008,Withdrawal,82000,2026-07-30
13049,5643,Deposit,93500,2026-07-30
13050,5562,Transfer,63500,2026-07-30
13051,6297,Withdrawal,88000,2026-07-30
13052,5419,Deposit,93500,2026-07-30
13053,5984,Withdrawal,62500,2026-07-30
13054,6381,Withdrawal,47000,2026-07-30
13055,5132,Withdrawal,34000,2026-07-30
13056,5502,Transfer,18000,2026-07-30
13057,6251,Withdrawal,45000,2026-07-30
13058,5613,Withdrawal,29000,2026-07-30
13059,5548,Transfer,28000,2026-07-30
13060,6281,Deposit,50500,2026-07-30
13061,5455,Deposit,19000,2026-07-30
13062,5246,Transfer,1000,2026-07-30
13063,5395,Transfer,83500,2026-07-30
13064,5520,Withdrawal,56000,2026-07-30
13065,5971,Withdrawal,77000,2026-07-30
13066,5455,Deposit,46000,2026-07-30
13067,6333,Withdrawal,2000,2026-07-30
13068,6459,Transfer,65500,2026-07-30
13069,5716,Deposit,86000,2026-07-30
13070,5837,Transfer,71500,2026-07-30
13071,6362,Transfer,78500,2026-07-30
13072,6193,Transfer,25500,2026-07-30
13073,6362,Deposit,94500,2026-07-30
13074,6283,Withdrawal,93000,2026-07-30
13075,5655,Deposit,28000,2026-07-30
13076,6437,Deposit,88500,2026-07-30
13077,5842,Transfer,24500,2026-07-30
13078,6284,Withdrawal,68500,2026-07-30
13079,5345,Transfer,51000,2026-07-30
13080,6029,Withdrawal,23000,2026-07-30
13081,6210,Transfer,93000,2026-07-30
13082,5718,Withdrawal,53000,2026-07-30
13083,5904,Deposit,16500,2026-07-30
13084,5408,Withdrawal,97000,2026-07-30
13085,5373,Deposit,84000,2026-07-30
13086,5325,Deposit,38000,2026-07-30
13087,5555,Deposit,1000,2026-07-30
13088,5639,Deposit,89000,2026-07-30
13089,6058,Withdrawal,44500,2026-07-30
13090,5084,Withdrawal,32000,2026-07-30
13091,5239,Withdrawal,35500,2026-07-30
13092,5668,Transfer,35500,2026-07-30
13093,5097,Deposit,84000,2026-07-30
13094,5081,Deposit,41500,2026-07-30
13095,6244,Transfer,86000,2026-07-30
13096,5628,Withdrawal,5000,2026-07-30
13097,6090,Transfer,21500,2026-07-30
13098,5094,Transfer,51000,2026-07-30
13099,6486,Withdrawal,22500,2026-07-30
13100,5238,Transfer,6000,2026-07-30
13101,6364,Withdrawal,88000,2026-07-30
13102,5007,Deposit,41000,2026-07-30
13103,5865,Deposit,48000,2026-07-30
13104,5892,Deposit,17500,2026-07-30
13105,5555,Deposit,27500,2026-07-30
13106,6241,Transfer,36000,2026-07-30
13107,5750,Transfer,52000,2026-07-30
13108,5076,Withdrawal,26000,2026-07-30
13109,6483,Withdrawal,23000,2026-07-30
13110,6289,Withdrawal,14000,2026-07-30
13111,5208,Transfer,54000,2026-07-30
13112,6429,Withdrawal,35500,2026-07-30
13113,6163,Transfer,50000,2026-07-30
13114,6435,Deposit,66500,2026-07-30
13115,6211,Deposit,14500,2026-07-30
13116,6231,Transfer,93000,2026-07-30
13117,6330,Transfer,54500,2026-07-30
13118,5236,Transfer,47000,2026-07-30
13119,6182,Transfer,85000,2026-07-30
13120,5505,Transfer,38000,2026-07-30
13121,5208,Withdrawal,23500,2026-07-30
13122,5662,Deposit,36500,2026-07-30
13123,5914,Withdrawal,26000,2026-07-30
13124,5517,Deposit,86000,2026-07-30
13125,5300,Deposit,61000,2026-07-30
13126,6007,Deposit,1500,2026-07-30
13127,5899,Withdrawal,42000,2026-07-30
13128,6088,Deposit,58500,2026-07-30
13129,5949,Withdrawal,54000,2026-07-30
13130,5163,Transfer,13500,2026-07-30
13131,6301,Transfer,7000,2026-07-30
13132,5357,Transfer,8000,2026-07-30
